Item name,Price,Quantity,Category,Image 1,Item id
Cheetos Twisted 85g,1.39,20,Crisps • Snacks,https://images.sumup.com/img_A976442AA49DAF29CFDE69698C,550e8400-e29b-41d4-a716-446655400680
Relentless Origin 500g,1.79,2,Energy Drinks,https://images.sumup.com/img_E9B658A3EF56C7217B34B78936,550e8400-e29b-41d4-a716-446655400681
Bacardi Carta Blanca Rum 350g,11.99,11,Spirits,https://images.sumup.com/img_CEC8CE923866DEC847F2BB8830,550e8400-e29b-41d4-a716-446655400682
Haldiram's Bhujia 200g,2.79,17,Indian Snacks,https://images.sumup.com/img_E4B4F55288FA3FD78D325F696E,550e8400-e29b-41d4-a716-446655400683
Doritos Cool Original 150g,1.89,7,Crisps • Snacks,https://images.sumup.com/img_97C7BCD410BEC1CF4745B53CB9,550e8400-e29b-41d4-a716-446655400684
Marmite Original 250g,3.49,28,Spreads • Jams,https://images.sumup.com/img_4906971367292F54D6FE7134C4,550e8400-e29b-41d4-a716-446655400685
San Miguel Lager 330g,1.89,29,Beers,https://images.sumup.com/img_583218DA16DFBB8C9E902ACF54,550e8400-e29b-41d4-a716-446655400686
McVitie's Hobnobs 500g,2.49,13,Biscuits • Cookies,https://images.sumup.com/img_DB6AD1B1D00280C564593F051D,550e8400-e29b-41d4-a716-446655400687
Tetley Tea Bags 80g,2.79,28,Coffee • Tea,https://images.sumup.com/img_25F8AC222BAE5B6D03247DEF61,550e8400-e29b-41d4-a716-446655400688
Bikaji Aloo Bhujia 400g,3.99,3,Indian Snacks,https://images.sumup.com/img_26CF4F029C13DF2F2032F2DD79,550e8400-e29b-41d4-a716-446655400689
Marmite Original 250g,3.49,0,Spreads • Jams,https://images.sumup.com/img_4906971367292F54D6FE7134C4,550e8400-e29b-41d4-a716-446655400690
Yorkshire Tea Bags 160g,4.99,10,Coffee • Tea,https://images.sumup.com/img_0B1EC776E778DBFF5C2EE138C6,550e8400-e29b-41d4-a716-446655400691
19 Crimes Chardonnay White Wine 750g,11.29,22,Wines,https://images.sumup.com/img_18142A364AB4862EB840BB3903,550e8400-e29b-41d4-a716-446655400692
Schwartz Mixed Herbs 10g,1.49,30,Spices • Seasonings,https://images.sumup.com/img_493DA3958FEDB333A957CD3412,550e8400-e29b-41d4-a716-446655400693
Nestle Shreddies 415g,2.99,47,Breakfast Cereals,https://images.sumup.com/img_FCB07F9C5F5D59A88DEB7CC8C2,550e8400-e29b-41d4-a716-446655400694
Tetley Tea Bags 80g,2.79,33,Coffee • Tea,https://images.sumup.com/img_25F8AC222BAE5B6D03247DEF61,550e8400-e29b-41d4-a716-446655400695
Glenfiddich 12 Year Old 700g,34.99,41,Spirits,https://images.sumup.com/img_607E82DA02C35C0CAD04828DD8,550e8400-e29b-41d4-a716-446655400696
Kellogg's Corn Flakes 750g,4.49,9,Breakfast Cereals,https://images.sumup.com/img_6C10DF2DDFF5D376720DA23A0F,550e8400-e29b-41d4-a716-446655400697
Lurpak Spreadable 250g,3.99,50,Butter • Spreads,https://images.sumup.com/img_C677A8E5A6E89C624B03B9360D,550e8400-e29b-41d4-a716-446655400698
Danone Activia Yogurt 125g,0.69,38,Cheese • Dairy,https://images.sumup.com/img_25BB17537668F2C46A66770FCC,550e8400-e29b-41d4-a716-446655400699
Bells Original Whisky 700g,18.99,7,Spirits,https://images.sumup.com/img_5721A4F9A0B714489B7CF5A65E,550e8400-e29b-41d4-a716-446655400700
Cathedral City Mature Cheddar 200g,3.29,25,Cheese • Dairy,https://images.sumup.com/img_DBB446980A133D85CD592D1BFA,550e8400-e29b-41d4-a716-446655400701
Danone Activia Yogurt 125g,0.69,23,Cheese • Dairy,https://images.sumup.com/img_25BB17537668F2C46A66770FCC,550e8400-e29b-41d4-a716-446655400702
Haldiram's Aloo Bhujia 200g,2.79,19,Indian Snacks,https://images.sumup.com/img_5422237DF3AE0F7DC307622931,550e8400-e29b-41d4-a716-446655400703
Muller Rice Original 190g,0.85,43,Cheese • Dairy,https://images.sumup.com/img_27A760D07B385E480AD58BDAC4,550e8400-e29b-41d4-a716-446655400704
Marmite Original 250g,3.49,11,Spreads • Jams,https://images.sumup.com/img_4906971367292F54D6FE7134C4,550e8400-e29b-41d4-a716-446655400705
Pepsi Max 330g,0.99,37,Soft Drinks • Water • Shakes,https://images.sumup.com/img_F927025BF121F05D9F34C516ED,550e8400-e29b-41d4-a716-446655400706
Quaker Oats So Simple 432g,3.99,22,Breakfast Cereals,https://images.sumup.com/img_19FCF432A533546959EEE3D156,550e8400-e29b-41d4-a716-446655400707
Tilda Pure Basmati Rice 500g,2.79,17,Cooking Ingredients,https://images.sumup.com/img_6BF69D8378C18AF0F0249C6B96,550e8400-e29b-41d4-a716-446655400708
Malibu Caribbean Rum 700g,15.99,10,Liqueurs,https://images.sumup.com/img_6B7694FFCE42A6CDF71C207CB0,550e8400-e29b-41d4-a716-446655400709
Uncle Ben's Basmati Rice 1000ml,4.49,17,Cooking Ingredients,https://images.sumup.com/img_4210F6553001704000B2BAA202,550e8400-e29b-41d4-a716-446655400710
